Product Name,Price,Number of Reviews,Product URL,RAM,Storage Capacity,SIM Card Slot,Model,Screen Size
Apple iPhone 13 PRO 128GB 256GB 512GB 1TB (UNLOCKED) ✅1 YR WARANTY✅⚫🔴🔵✤SEALED✤,$779.95,1 product rating,https://www.ebay.com/itm/225247495043?_skw=phone&epid=8049288673&hash=item3471cc0383:g:hFMAAOSwjjpkQxXm&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlQB3er7Rq7xSdsdNLjVLjmWh0VTdQ%2B8c4QdxrwFPz1JOF8tMJwmtPh2%2B8KxhXp6JSNVNu0CN8I5LTEq7bxhTHU%2FTcWfOBMt1i0S75faQftet3I%2FEYHkwWXPDPLDgC9XEJ1oENTzFV4w9vJ4Cafa55inGZvsbZUzC3m7q0ub4H%2FcVemc6zWvbPvrgkjwXNJR1Qwd3wSelY90lFkNiADe6KR1je4QE0X%2BHo6M3DQ0OEySauNqBmPk88niZtizHuJkZnleYXLcwwpwaRefitBq9LA%7Ctkp%3ABFBMovO72Lxk,-,"128GB, 256GB, 512GB, 1TB",-,Apple iPhone 13 Pro,6.1 in
Apple iPhone 13 - 128GB | 256GB - (Unlocked) AT&T Verizon T-Mobile Cricket Metro,$399.95,-,https://www.ebay.com/itm/186591923727?_skw=phone&epid=22065002168&hash=item2b71bece0f:g:j0YAAOSwG3Jmoq~N&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlPOIddCzTGoaDE%2BUrR%2BUkNYnY4m54A3KU4H1DnfaAnf6QWamw8xxweabhVzawL%2BPitsBE%2F8ic60UaqN0l9qvxOz30QDW2Jwqp6uwpGjn2fxvoJFyEoM%2Bu6IDtct1N3Wl6FKEE8pwV%2BJyccsIOT0uuKwBZNVTM2jZo5d1XA38RHW4rRHcHezRvLmaA3E61yHSlpzmZTdhcndeNyqy9gcZtE97HQXa2HbDY5NWkhn5vIoEEGkpgw7%2B71EK7tBu8PZgYHeyp60x8H2dbn%2BQ6m4lKD%7Ctkp%3ABFBMovO72Lxk,4 GB,-,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
New Listingiphone 14 pro max,$445.00,-,https://www.ebay.com/itm/286055392041?_skw=phone&hash=item429a3ae329:g:skQAAOSwm1Rm4NUr&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm%2BsZ3bfoEvHQ5NED2m9rer9yrWJe4xG4V0GYPByJYCaWmWb%2Fv78rZ4lPQZjuuuq%2FT1wKC73Z2jyaRxJ7GoHLMvx%2Bw0no%2FzRbCoh3a01AScgwpD6rQPwGnyjLWGmY4JPECC75zhke57TiErzgxRfHElruIYEU%2FHSOqKIQZFN5na5hGLLvTZgn5gZ8NNOLXC9jOQTlVgOGLvUux17Db08BZhGv3fENKePoW5CDXhRpF3yA%3D%3D%7Ctkp%3ABk9SR6Lzu9i8ZA,-,-,-,Apple iPhone 14 Pro Max,-
Apple iPhone 13 - 128 GB - Midnight (T-Mobile) Sealed Box,$229.95,19 product ratings,https://www.ebay.com/itm/204984507438?_skw=phone&epid=26049291091&hash=item2fba075c2e:g:7fcAAOSwnqtm32Vo&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkzOwUyk15sZJEjnEHT%2FHtS8QvJwSpbH0Wun5RvY1QFqsPmvHsSjJzdbNYE5QOYQsjIldOoerkrelhZ0oWgq3P%2FkXnbxsUGF7wDXgHheWwmXKs1vdSpsg3J1aYEfxZ4bGZ%2FmQwM3Y5mqnIZAZSRCEfFGpZ2cR1ZYCqd3yAUMi7ycD3tjKwYTa7H5kh%2B%2BAPClX2sUWOYM6IOm%2FJKs8qhE8a%2BAYDJDe3VSAIwcAr6qrZUMg%3D%3D%7Ctkp%3ABk9SR6Lzu9i8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
New ListingApple iPhone 11 - 128GB - Purple A2111 (CDMA + GSM) For Parts Only # Control 351,$374.99,36 product ratings,https://www.ebay.com/itm/305777658362?_skw=phone&epid=21034217815&hash=item4731c4c9fa:g:3gwAAOSwLtFmyN2A&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKksDa6UH%2FFul9YXLnk%2FThhbj4OWMbM9yM5gcM%2FEpKlq2x2u0hGVsoTNdoWephsIjrk7P6fRRuE8hsA1IfTd27li8Rysu3JPeHqkFWo6odGVRV4q90a3WgYTQmqE1DgA9B3tWxloithagvmO7QblU1XtPVWhF5WmpVOGjWh%2BpTaFS9vEpK7p0y%2BydV9mvusaGkNHSKA7XFXVONH04b3lEuNIzPwmuMsIwpSDytLb3Id1AA%3D%3D%7Ctkp%3ABk9SR6Tzu9i8ZA,4 GB,128 GB,-,Apple iPhone 11,6.1 in
New ListingNew Factory Sealed Apple iPhone 14  Unlocked 128GB Starlight Smartphone,$255.00,-,https://www.ebay.com/itm/296686149114?_skw=phone&epid=5056262902&hash=item4513df5dfa:g:mPsAAOSwxnFm4JRp&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmts3XlWTWcjGC12j8ZoKLM%2BHK0e2lWX8cMIei6KJLx70XdRuQE%2BSEsBWCkuP6L4B%2FIXSazP5Y2OcUklMpF10O6qmlWADXIWB%2BCQhjFQrY9T9BKcQsMitfU7QXpNP9JCZJVu5qqgrs8Z2LJD1cE8%2FphWViu0RjA3sYMnFkjEVV08JifLfAdo7xMDzb8x0nm3jOBDf6GJ77vNECLkv2n%2FvcxNLcw0lIYG34Ge%2Fuin1AQPA%3D%3D%7Ctkp%3ABk9SR6Tzu9i8ZA,6 GB,128 GB,-,Apple iPhone 14,6.1 in
Apple iPhone 11 Pro MAX 64GB White A2161 For Parts Only # Control 399🔥,$419.99,-,https://www.ebay.com/itm/305770482440?_skw=phone&hash=item4731574b08:g:E5QAAOSwGYpmmoOG&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmfYopNHJ9m6gZhZLXW4TCTbfF4MFft0X1G2cmGRr5HawaPRPOjjiMIdogtS0oMekRrnMYk7lRIZ%2FUzN6IKoCjs97apJaTTmPT0DfoJ%2FbadNN8kPwSBB3eXpJdm%2FVQDqYcs1%2BmJIbAKhDKwQRGs6H0nrBfJAT7gM%2F5t%2Ffs1UmgMMlDb8%2F257KRVojhsVvN66MSR9SBiPM95WaJ2ImjerwuogsuJQOmPbDZPVl7Y86Tnkg%3D%3D%7Ctkp%3ABk9SR6Tzu9i8ZA,4 GB,64 GB,Dual SIM (SIM + eSIM),Apple iPhone 11 Pro Max,6.5 in
Apple iPhone 13 - 128GB 256GB 512GB - All Colors - Good Condition,$282.19,9 product ratings,https://www.ebay.com/itm/284798167339?_skw=phone&epid=3049291507&hash=item424f4b292b:g:rqsAAOSwLwZiar2B&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnukWHHU3DvlhG68mVtVbfO95rf6iIQsFWfRa9jtSA3xE8x7yF0jbBIbhVpUsqndfwCDXZe21ZeD9IYCImVfDAPXH1BW7AhQ5rVXzaHajygDDCCqlQM39lJK4RfOqVcMcxL%2F9Q0ogs6BtixplXCr%2BF%2FPWjigGoVlIxsALoIGrnWwj3V2pYz9In%2BRhuEdHNEAFhYh38PdjVWV6rsVPnsgBr0fyDGafVeIwcSBdmuI9BHmBnRfP4OwVuSQ4%2FtjZYhYqhb4bMrCsGl56q%2BXTwbaDL1%7Ctkp%3ABk9SR6Tzu9i8ZA,6 GB,-,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 11 A2111 - 64GB - GSM Unlocked Verizon AT&T Cricket T-Mobile Metro,$229.95,-,https://www.ebay.com/itm/276398933291?_skw=phone&epid=3034274263&hash=item405aa9052b:g:uIkAAOSwBhRmBtCp&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl54INWcBSza%2BVPKawq829Wa%2BDkQPuNPs9q6jebM05UqB%2BjptIzrUbVI%2B%2FrYof9%2FoY9YcT0R2kXbdmcHvzt%2Bx%2BlvltuPgh9LtyplAIfuSgOnSUKougY9OR6V3PVYlBYDqqn1TxTWcaYLyAKjh4aMyfRrK7rXJwDl9blbdEbvIeh1Pk%2FlZQJmr8Qrs1aL0t9qrFUeyju62CaR3Q8tqknVZh3gcJyTJXsg%2Bx%2BOSW3BYIe4y6PGKqbG9cHHAGGVg2HEc2%2FtPs7zzj0gWr51CwBVCOS%7Ctkp%3ABFBMpPO72Lxk,4 GB,64 GB,Dual SIM (SIM + eSIM),Apple iPhone 11,6.1 in
Apple iPhone 14 Pro Max - 256 GB - Black (Unlocked),$374.99,16 product ratings,https://www.ebay.com/itm/166964530438?_skw=phone&epid=6056270182&hash=item26dfdc8d06:g:iH8AAOSwXexm2udk&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmS2hj7%2FWWe3cazXWUiL%2FWhzagZJmzb7fA0mP6mBDac3AJg%2BIxvoPQAepj2SYytM0fYKInmN268lqss8k4WaTJ%2Bp7sVmCeDBrwcDE7puPpfiyEihVDSqvXX8qp6lqIrRMIlEdWk3W9JYz%2BoAW%2FIub3hvL2JbVXrCi5Ageqqy3qDDPNjYVtMmzzb84oKec2HqLy1uYX8%2BWnsdkiO9i3W410nDFTn%2BDR7Rr3qMqo4BNVJGZ4el5m7KZhd7%2BwuGhLYhr6urb1M8Bbv48WZbuFL4c79%7Ctkp%3ABFBMpPO72Lxk,6 GB,256 GB,eSIM,Apple iPhone 14 Pro Max,6.7 in
Apple iPhone 13 Pro A2483 AT&T Only 128GB Graphite Good,$255.00,1 product rating,https://www.ebay.com/itm/176450986082?_skw=phone&epid=7065009787&hash=item29154c6062:g:gPEAAOSwrJxmgwQR&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmJSD%2FjUVeVbcL5wu0GOwkr965pK%2BjnfFFNYUfmYJnOWCjN8NhYHrbnWhOhT87MEGTex%2BeC0jKziEP%2F8rKrHF%2Bf%2BjAH1GoavhNdJemmjidTwrRhY%2FbYP0yOSm7NnNCvuEmrgq08ZEvZqe0tHPlhhUVEzva3wh0vCtVPBE7qQC1jYEp8fHE6e12VVWspFjb4W%2BsnigBp01JsDFmLBZYRfRPXA%2FUHsqnh4njZq5GAXky7G4S3dfAAx1TqF3ov6o%2FvBcXF8ksRLU4lQnEgDs1Jg9Gp%7Ctkp%3ABFBMpPO72Lxk,-,128 GB,-,Apple iPhone 13 Pro,-
iPhone 13 Pro Max FOR PARTS ONLY,$419.99,-,https://www.ebay.com/itm/286004666791?_skw=phone&hash=item429734e1a7:g:bi4AAOSwmVdmf7Zj&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkMlkCc67HdFCUQ0snGReGi6S6DwHlLdMfVVkEuvsJoLkA0ulMtTMpDXRC5f%2F%2BqRvhU6rRd6hkAwBU0CNHu2O6maQyXLBNlo0lDEKLFI5qsyHObzJH9%2FvR%2BxJ2llQVTnzOisMqzdlQd4%2FknKl6nJHow67o5fS0mXekp8Gx7A%2BVZLmFl%2FQj2hRrUcXx4c6HB8rOTJmoytojuKjURiErEz5D99uMq2m2FsW%2BjQoo%2FlD53afGCxhFJzipzcDzBeNl5rnvRWOvm%2FajS2x3ZEIghYksL%7Ctkp%3ABk9SR6Tzu9i8ZA,-,128 GB,-,Apple iPhone 13 Pro Max,-
Apple iPhone 11 A2111 Tracfone Only 64GB Black Very Good,$282.19,-,https://www.ebay.com/itm/176452504458?_skw=phone&epid=13064997019&hash=item2915638b8a:g:HbsAAOSwAGZmhD1N&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlCUHEEVboPYsbg3ID435iawNMtWvt0wG%2BcXgGIrw9yrES6%2BXlKx25UczpKLCKOL4TZe1kUSp9pf6OVzw6IGt7aXg2scT5z391Q25VszpWFYkq8lpV50IfWdOItQJQGBypyNSsOSwwaIXrUaV%2BuorfJ8RqFZMF3wmzSRfYaPNp2C6g%2BUmmX6T7tv28LNL1FwrAbu86t%2B8b%2B57X%2BK%2FxpdtDN9pYI8s9vcJ0IrOKBzfPWknvejbNmcIJ4in5ySAi85TK4eMpr3cfM%2BqZfhZRyuYHM%7Ctkp%3ABk9SR6Tzu9i8ZA,-,64 GB,-,Apple iPhone 11,-
Apple iPhone 11 Pro A2160 128GB Color Green For Parts Only Control # 357🔥,$100,-,https://www.ebay.com/itm/305770741581?_skw=phone&hash=item47315b3f4d:g:cX8AAOSwnr1my0SR&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl8O7nmmZM4D5puGXXIpXB%2BBlOTSe8MuYF%2BZ7MbpdfU3pVnY%2BP5W0YWUYzWwm5rDGqQWFRf4Ahkb9jnxe6BlAdWldCv%2F7NgZPxPJambvxk2iqNisNydFc7vgDR9mOZra3M%2FEi%2FNW0gEIqMwxwC%2F3O2C3T%2FOJcarx7HdksOr653aiZQZr2qwSugO2UBivWZRtLV4ow3xvQYslSIv3o%2BrxWJ2vE7x5yQUF94ucS8z7crS0oAnqshmxNBYnimrlAnku%2FfmiMyufwWZxzNPSLUyCfJW%7Ctkp%3ABk9SR6Tzu9i8ZA,4 GB,128 MB,Dual SIM (SIM + eSIM),Apple iPhone 11 Pro,5.8 in
New ListingApple iPhone 15 Pro Max - Unlocked - 512 GB - Blue Titanium,$910,3 product ratings,https://www.ebay.com/itm/166966875701?_skw=phone&epid=28062776372&hash=item26e0005635:g:KQQAAOSwHL9m4dzF&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmKZIBrgZUPzduI40jxqbD1rLjJRGdJYmax6ZCK%2F8uLKunpr6TSOhju%2BHsn%2B%2Bjy%2BassPdpMzzFYaJPWAkX3xeSbLRveUe9U6ikVt5n6AVyeQGSKoJPb%2FQovOqTcNNFPwesrgmw%2FEbWaizWnvDN9vap8RhX53Qwzw98R1elP5T60mWe4Lb6e8KEVys2ToL9Jw84znEiFosQl9l0u1l%2Bq8a%2BhWsznjSldzZGDH%2BeTjBU84ztEMzLsv%2FbWSZpld8Z%2Fm6ef6UMCKM%2BTBsPKBPHDaRip%7Ctkp%3ABk9SR6Tzu9i8ZA,8 GB,512 GB,eSIM,Apple iPhone 15 Pro Max,6.7 in
Apple iPhone 12 - 64GB - GSM & CDMA UNLOCKED 5G LTE DEVICE-ALL COLORS~VERY GOOD!,$248.99,23 product ratings,https://www.ebay.com/itm/326018235418?_skw=phone&epid=12041705105&hash=item4be8337c1a:g:sLQAAOSwhTdhdwOs&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmCqQmjdVDhN1LJEqW999uQOLWixPJffABl0wjfix09YHIvM82bkAQWs1RLOftwVQCa6Lb30%2BqxUimdJMp9fY1Rnfrefvvla7TSjSf6VUfEY%2FwqPF6PUUnyTIZGeGQ9tcoJK3L1omRChKSjOiOzNDVLJutd43QFI8GZkuEKvzSo0Pm5FFDv%2BPgdJ9Xy0XUQ4oCCflihjV3TNFFAt9UC6KtKXaitdag5cVtPJHnxPaMTNE3nmYhXbSDHRqQyGc06mj5DhyoPMzyd%2B443xiGr2lth%7Ctkp%3ABk9SR6bzu9i8ZA,4 GB,-,Single SIM,Apple iPhone 12,6.1 in
Apple iPhone 12 - 128GB - Factory Unlocked (GSM) - Multiple Colors - OPEN-BOX,$360.99,1 product rating,https://www.ebay.com/itm/235691115989?_skw=phone&epid=20065001243&hash=item36e04905d5:g:lWwAAOSwGBFmt4a3&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn%2FI71murZPoImVeyRGo9dxue7wd1mBvoFs4hz6Rv1vG7Bb1MIooJ1Hna5%2Bze0JQ%2FZklN6h0IOnoKci4lD87v8WGIkURkK3FO%2BrjFneaQARqb97JcFOej5aRLgAbfWvSGdyJ5wzEVCxHldro%2BwWcYaTwv4NZPI%2FuhVRKLq6YncqAxLODLG6R5SMusm0ubqh0iOdVyRDOqLg0MpXHM0a1eYda%2F%2BdLsW5E%2B44sg%2FlLCrHEfgoUB3O0%2F07VCxLH5%2FsCr%2FijUo9peqEyQ8kLkuk65g1%7Ctkp%3ABk9SR6bzu9i8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 12,6.1 in
New ListingApple iPhone 11 - 128GB - Black A2111 (CDMA + GSM) For Parts Only # Control 377,$70,74 product ratings,https://www.ebay.com/itm/305777660496?_skw=phone&epid=13034214281&hash=item4731c4d250:g:7BwAAOSwcjFm1hKL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl1HZs2MW6OfMXv%2Bx%2F9hF67xozQDrEp4u4OfyqoAgw1SuZ15ZoLs9AQtcBsByofQBp41G0G9G4Cq%2BmOm2JMZxMTyNDBuQD1u70gwodVbghmeV1FQ%2FZagtNXODavFQsXbzRxIDqP6uQDvTvHdJHSX8f2lH1%2FKdTDLdBW5e4ec8mi3Rg%2BAHz6AyUBueGoXxi5yhPAG9kQWg9KJ2Lw1mxgDbqmR%2B67eK%2BdZ%2BVFPcT94f91l5sveDv7AGNW4sD9BFRdh5oxJkMelIwSxSrjyIpFWUUN%7Ctkp%3ABk9SR6bzu9i8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 11,6.1 in
Apple iPhone 15 Pro 128GB Titanium Chimaera Policy (Parts),$490,4 product ratings,https://www.ebay.com/itm/355785013756?_skw=phone&epid=3062772408&hash=item52d67079fc:g:dWAAAOSwUGNmaJtZ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnon9msI%2FJhJm4DTAGxXfyEU5seRnDCTJNn0wGuGbXApngvoTsN0010HeAH34Vw%2BaeVXrU1Vve4HXNtMXL5687Q97EU%2BzLVWpmo5PWRhYvLb2uSl9NNLJ8zGrI9jtJtvTA%2Bel9edytN3MSS8mneFt9yTiE%2B7eW5lLQwu3bI6Zz%2FdcEFC5pEnbEbXHLgn%2FGeM%2FV4rDSVs87iWUBlECbtK0n5NTtuNFqHC4nuBPwmjIW9r8z8J%2BFBxDI2oRq5jNS5Xmi8INEA6baOs4O%2FFzkU8GJX%7Ctkp%3ABk9SR6bzu9i8ZA,8 GB,128 GB,Single SIM,Apple iPhone 15 Pro,6.1 in
"Apple iPhone 12, 64GB, Black (Cricket Locked) - Excellent Condition",$184.5,2 product ratings,https://www.ebay.com/itm/296682310897?_skw=phone&epid=17065004251&hash=item4513a4ccf1:g:KFkAAOSw3L1lwMf0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk4WoiyaYBhQZ00ghmzrQxTHBnG811gP6DcXpYp0uZSnwhX7X0qM84iT4n7ihMhOxmTV9CZdXPAmO9tTe5FJCw%2BhUE6iKB6FPih1rs24d3%2BPROlUvINbgY2pVK4d4NaCDVUZYVDJ4MCXyc2Qphi7SB%2BR6ZhvNXzy5BO%2FNeThAeKWVGmLe97ctHviGiNO15BIJKEv5OIwbUld40TBd2ly8k9l5NYlCpG918DMNtchFGFQQ%3D%3D%7Ctkp%3ABk9SR6jzu9i8ZA,4 GB,64 GB,Dual SIM (SIM + eSIM),Apple iPhone 12,6.1 in
Apple iPhone 13 256GB (GSM+CDMA) Fully Unlocked,$445.95,4 product ratings,https://www.ebay.com/itm/375459858716?_skw=phone&epid=2320328674&hash=item576b26c91c:g:NmcAAOSwI2lmWa0-&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnyst6rCJOz7b6aFBcrS9Wk3YPeQnrW4Zuli05BE0iXSDGzCjmA3SS7dy9ALLRqr9XuTLETLolmnpgQ477V0ODXXAXjYh%2BFahq%2BOcx0hztPSGGwqWTbNapjzUyVjzPdZk8SGE%2FWpXGUksuCRbNjduJkII%2Fj9qFST%2FIMvfEyStlgPfBHfEE3cqJSnkO%2FSXu0Hem7kjYjRVRomoyqUtTRG1X7PjgPQkq9PgzfOP4vK%2BKB8tN6vh67UuuZBlmD7KCIi3K2YthuXHtx41ucF8LywRxn%7Ctkp%3ABk9SR6jzu9i8ZA,4 GB,256 GB,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 12 5G 64GB/128GB Straight Talk/Total By Verizon/TracFone/Simple,$239.99,-,https://www.ebay.com/itm/145525282807?_skw=phone&epid=9064997275&hash=item21e1fb97f7:g:EqMAAOSwjI1k2RR~&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlhBBdpN12Oh3YpUBY4bUBxFm%2FRALapH6Ouo8XJnGer8VELKS9EFbneC1XRJAAEc%2BPvOcAy0XsIKcVEXkz4FH68NNivpO5eAKT8kXn31xyTr%2FnmG6MGUSHCTzOdbvOYn4SCY9rP5RQesPfGMJgCDyEIyEyiulObGSYAk1Er06nYG1LcFds7rqVJhvU5YPmXj9ZoOrJKpj4r9nFFt3zKHftUFbTkeWaYI%2FmZ36NWKG0d2m%2FHGDP7tVeJIOrqkMlgMQ17ao%2FiLJtLVAGG4ig5REea%7Ctkp%3ABFBMqPO72Lxk,4 GB,64GB 128GB 256GB,Dual SIM (SIM + eSIM),Apple iPhone 12,6.1 in
New ListingBRAND NEW SEALED Apple iPhone 12 64GB Black METRO FREE SHIPPING METROPCS,$270,1 product rating,https://www.ebay.com/itm/266986212830?_skw=phone&epid=24064993899&hash=item3e299e4dde:g:W-gAAOSwh0Rm3Jk7&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmQYz77jhZRLn%2B6w3cxtdKZzP19mEmtHKscXbcP908ZdTqtCGS94GLdDZ4RF7IMUQ6aTS41t2F3IzLshY85OljD6Xssh2ujZ5%2FI0bVrLqp7A6h%2B%2FKAebGRGy931scD5tJBRdWMpmS3UyvObVOioRVOdHq4IWu2dD5reeuyKFabKjm5ZM4R5Und9KEIltS9TohZ8d%2B5e7nSFmsU%2Bht5W9LypdPeDvPCcfW3gsry9RDpH5Q%3D%3D%7Ctkp%3ABk9SR-7P2ti8ZA,-,64 GB,Single SIM,Apple iPhone 12,6.1 in
Apple iPhone 11 Pro Max 256GB (A2161) Fully Unlocked - Excelent Condition,$374.99,51 product ratings,https://www.ebay.com/itm/176241438661?_skw=phone&epid=22034217307&hash=item2908ceefc5:g:OZgAAOSwzpdlzpg6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm%2BVf02CB1IU2BJ3VNgpmC4LjMgkTSZzng1G8recLs7EoM0Uuh9xENJ6iQfJ36R0B7GFTnFYip%2FZKTB%2B%2FBJ20GfPS8zgBIhihBVR1%2FwGuuI3p2uQmGPMDQKYCAI%2BLQJUxvKgTKASR8GPlfMrZkAAqU6gEcZtGNbcqqBFQe72Oh%2BUZhe658YiBeaXql3Ry%2FBGaKkhjAeUKHz7MQTo%2FlUnYRvWCvw%2BQlZ%2FoGNdyIy54wO1jAcbkXGXIZBuKkMhxWZvIz7f2mrVGYHoj9QPVreIGyw%7Ctkp%3ABk9SR_DP2ti8ZA,4 GB,256 GB,Single SIM,Apple iPhone 11 Pro Max,6.5 in
Apple iPhone 11 64GB Black A2111 MHC43LL/A Unlocked Clean ESN Good (PC),$255.00,40 product ratings,https://www.ebay.com/itm/196291681609?_skw=phone&epid=9034209104&hash=item2db3e55d49:g:rVMAAOSwe69jfkA9&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnaX0%2BmWj1THMmscf4aIe2Crhe9i3mFcbf9InW3UsH1CqRFh5HIEsGY9Bn2Pu3u51AxyDJrsEwB6Q%2BJIwwF11pOdarVODgO1HZxu6b%2FNU2DiYsKOeSlk0ZllhkByidVBy99nxS44ev%2BssHmt6BZ2JzY404MlYpXnHKnEzk3bONYHCrMpyQse%2BHKPncxBU5wYtGLLVyWcPiYJrru%2BTaS0zBq8vh1%2BT0IYX0nkEgqlCsxKg%3D%3D%7Ctkp%3ABk9SR_DP2ti8ZA,3 GB,64 GB,Single SIM,Apple iPhone 11,6.1 in
iPhone 15 Pro 128gb - Vodafone - Natural Titanium,$419.99,-,https://www.ebay.com/itm/166964292394?_skw=phone&hash=item26dfd8eb2a:g:Xv4AAOSwDKFm4CZU&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnfBVXrPDB4fgoVC2JN34ekERgj4XCUnsw8fobLqI50H%2Bra1WdsAL79cX8aRDKay68VNYa0bCiugCoAhtmGpiZmC2BvJcwmQJStYN60oWel57%2BW9sKk%2BTLMOr5He5HvyIxdugm%2FpxR3ueXb%2BKPeFugicz1gsOhMTUq%2FlcK4W8JCzPk5H2ZioY5TkjlIDUt5fjyNSumFWalcJZYEGVTME2%2Fuch0N5Vz0QR1B9PVTHfVOew%3D%3D%7Ctkp%3ABk9SR_DP2ti8ZA,-,128 GB,-,Apple iPhone 15 Pro,-
New ListingApple iPhone 11 Pro A2160 128GB Color Green For Parts Only Control # 354🔥,$282.19,-,https://www.ebay.com/itm/305777659439?_skw=phone&hash=item4731c4ce2f:g:SRAAAOSwQ89myOJn&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkJcCN6Dlpjlkn4QoAlImSJdUqSGgvRK%2B1uzRw3HF5SSc0DmeJF8r6Q4h2bRuulqyqM2Ul1kmPFyK1mkp167LmqPip%2F6EzT%2BvJ1wOD1baMwWhDHAOIzy7Xv%2FL9qZnC12oLVzkaPeUSLnabDhV1hR0gnBUjz9Ufl%2FAOT%2Feiaj03DAUwayACmQMkNoVSzHSr%2FE7FrlD7tH1YSclbDx85AGmrAv%2FUs3qAZhsHFZvEEqoZScw%3D%3D%7Ctkp%3ABk9SR_DP2ti8ZA,4 GB,128 MB,Dual SIM (SIM + eSIM),Apple iPhone 11 Pro,5.8 in
Apple iPhone 12 Mini 64GB Unlocked,$275.91,80 product ratings,https://www.ebay.com/itm/365103154435?_skw=phone&epid=5041723784&hash=item5501d80503:g:m9IAAOSwtUBm2CSL&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnrleVR9JMwBVk6WrJ3eHMSYJbaGvGdF4Z0pdd5bMEPpHuN6lsGnIs7U%2BvTzYkOuinP6yAnksqqPWu%2BDf7rolJwIdBNC31F%2Ff15xi5YhInU2CSVdLHu3%2FKV55WQWBS0PjI5I4MKDOHmrVBZnZk0oDgtS%2BFS550kwZ7ueJHbZ6mKx%2FccXytICo%2BBCulufaHq3384A1tczDMgVNg4cW3pUmI5mM11CgYap5CYnJJmyVK8Fw%3D%3D%7Ctkp%3ABk9SR_DP2ti8ZA,4 GB,64 GB,-,Apple iPhone 12,-
New ListingApple iPhone 11 -  64 - 256GB - All Colors- Factory Unlocked -  Good Condition,$255.00,40 product ratings,https://www.ebay.com/itm/126669603590?_skw=phone&epid=9034209104&hash=item1d7e18c306:g:0uoAAOSww81mw6v5&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnsGYREaMnVyLEDO5xHSmXiQswOwGGpAPuRllRe%2FbmEuYrRZknA6NGY6QB7c%2FX%2F8k85PDzyBPifctdgRO3cjhqHoPU5XH5GHwV762bhmGcSsNzlZvnfmTzVB86e1LKR1AAT85hVQcZDvv2rc3FtWe1wBev9CEwgk79jFiE8y%2Byt%2FpmZ6dtyqym2XcUGE5crzP6vmMHBT72gUe19nXcJLMHdXqvt4%2FrSckwKZQjFx8qYw6GGacBv9GJ74BcP6%2BBTp07oB%2F1a4BkX0EXTLxZ2GHaG%7Ctkp%3ABFBM8s_a2Lxk,4 GB,-,Single SIM,Apple iPhone 11,6.1 in
